date,day,note,time,temp_treatment,species,pot,id,proteomics,mdwp,amax,amax_tleaf,photo,gs,tleaf,vpdl,cica,FvFm,qP,phips2,ETR,LMA_g_m2,LMA_mg_m2
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,euccam,7,acam-7,yes,12.66,21.1241542,24.71087036,18.62058712,1.623283445,24.57627678,0.893394809,0.93351489,0.484823767,0.241447602,0.117059536,91.86645015,6.288343558,6288.343558
28/01/2015,1,pre-heatwave,pre_heatwave,home,euccam,8,acam-8,yes,7.11,34.56730207,25.92944527,24.04412071,0.570745394,25.49861526,1.309617944,0.804219494,0.471766849,0.349418144,0.164843897,129.5002744,7.303102625,7303.102625
3/02/2015,7,heatwave,heatwave,home,euccam,8,acam-8,yes,15.25,,,15.54947121,0.646759673,43.830513,2.087296381,0.865221368,0.420099639,0.432282337,0.181601654,142.6421755,5.860721673,5860.721673
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,euccam,8,acam-8,yes,6.95,23.54468498,25.04386215,19.62985842,0.369798978,24.73587418,1.455628309,0.760104526,0.632351409,0.178961002,0.113166242,88.8305534,5.795101759,5795.101759
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,euccam,8,acam-8,yes,10.18,19.42610633,23.40981636,20.94485252,0.399321824,24.00529861,0.706754448,0.772902938,0.613410883,0.178914357,0.109748014,86.17495512,5.852581209,5852.581209
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucbot,2,bot-2,yes,10.42,21.43004134,25.19508324,11.76605386,0.201877022,25.17111778,1.72683356,0.742414797,0.398945703,0.248156972,0.099001157,77.84968322,5.585913783,5585.913783
3/02/2015,7,heatwave,heatwave,home,eucbot,2,bot-2,yes,11.56,,,0.426618943,0.186542161,47.68008041,3.583487384,0.930749516,0.255506326,0.255815593,0.065362502,51.35001041,7.162426614,7162.426614
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucbot,2,bot-2,yes,5.05,14.45814347,20.17386551,9.251708924,0.341288898,20.15009499,0.790522673,0.878523696,0.406747136,0.215961051,0.087841539,68.92508522,5.01542442,5015.42442
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucbot,2,bot-2,yes,9.24,11.95572238,28.16717377,7.332886568,0.204311726,26.59466362,2.322586668,0.822908863,0.379253641,0.216968235,0.082285993,64.58666952,5.375843612,5375.843612
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucbot,24,bot-24,yes,7.39,15.17154835,24.59741354,13.5496946,0.536202868,23.33133888,1.063101105,0.879894168,0.385821241,0.222696153,0.085920906,67.41089062,6.301670322,6301.670322
3/02/2015,7,heatwave,heatwave,warm,eucbot,24,bot-24,yes,15.18,,,2.218230578,0.187760262,46.05424881,3.911419682,0.890027654,0.256030757,0.297012175,0.076044252,59.68521823,7.137570054,7137.570054
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucbot,24,bot-24,yes,8.8,11.9032294,24.34081841,10.13153646,0.528071293,24.17077827,1.323667578,0.900494091,0.433513904,0.159439842,0.069119389,54.26664316,6.921296296,6921.296296
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucbot,24,bot-24,yes,7.12,13.9428543,27.58525721,8.852927365,0.309694077,26.2389431,1.703572873,0.859339806,0.371513461,0.191314852,0.071076043,55.82987984,6.436567164,6436.567164
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucbot,27,bot-27,yes,6.94,22.77981828,26.51846848,12.37739359,0.416994725,25.63150406,1.428532158,0.857561468,0.402995661,0.184946536,0.074532652,58.51790768,6.860158311,6860.158311
3/02/2015,7,heatwave,heatwave,warm,eucbot,27,bot-27,yes,11.23,,,0.606719591,0.520212252,46.53595734,2.373844611,0.955052457,0.266108599,0.26555484,0.070666427,55.48377539,9.620098039,9620.098039
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucbot,27,bot-27,yes,4.68,12.06721999,20.16241989,8.865102004,1.062557454,20.23120308,0.639089723,0.954105895,0.555048601,0.090715886,0.050351726,39.54278475,7.389682596,7389.682596
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucbot,27,bot-27,yes,6.61,13.02228105,25.86519432,9.513053538,0.429898683,24.6768055,1.37977111,0.8888181,0.395842827,0.179908964,0.071215673,55.87653387,6.319485079,6319.485079
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucbot,30,bot-30,yes,6.8,19.66433682,27.54134674,10.30981481,0.302258282,27.30550957,1.714583319,0.835337377,0.353371634,0.192841808,0.068144825,53.49636727,6.720933583,6720.933583
3/02/2015,7,heatwave,heatwave,warm,eucbot,30,bot-30,yes,10.33,,,3.52452025,0.128456852,45.67887115,4.25230309,0.825729393,0.255575505,0.248236089,0.063443064,49.84263974,7.086795937,7086.795937
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucbot,30,bot-30,yes,6.58,10.12172638,20.16213862,7.765007778,0.547290108,20.54761505,1.25025939,0.922574771,0.373360724,0.140857523,0.052590667,41.34098981,8.592345235,8592.345235
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucbot,30,bot-30,yes,5.22,13.54049878,28.86456776,8.548184724,0.584392103,24.46464348,1.683409092,0.913604237,0.374487961,0.178319825,0.066778628,52.39800184,5.921259843,5921.259843
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucbot,6,bot-6,yes,5.01,26.46409416,25.63107904,10.20986267,0.170864234,25.93013,1.675501586,0.738885435,0.424307395,0.247756369,0.10512486,82.57458173,5.215612749,5215.612749
3/02/2015,7,heatwave,heatwave,home,eucbot,6,bot-6,yes,10.18,,,-1.119753104,0.042064176,47.60165024,5.173090876,1.013404519,0.192943093,0.291001409,0.056146712,44.1193273,7.122736419,7122.736419
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucbot,6,bot-6,yes,4.25,14.72594225,25.72128181,9.318070784,0.180523846,25.51894569,1.699641184,0.770191068,0.429563354,0.193860847,0.083275515,65.45289873,9.051474841,9051.474841
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucbot,6,bot-6,yes,5.23,17.42805938,23.93201218,12.86212073,2.322563161,25.66728401,1.032088026,0.957140035,0.366316139,0.288539955,0.105696842,82.96511924,7.595772787,7595.772787
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucbot,7,bot-7,yes,5.06,18.67863311,26.93829079,11.73867621,0.383857799,26.53654289,1.506869791,0.853128769,0.376320952,0.206958218,0.077882713,61.14593396,5.89198036,5891.98036
3/02/2015,7,heatwave,heatwave,home,eucbot,7,bot-7,yes,11.98,,,2.595667907,0.293494411,45.90879822,3.224708525,0.911823038,0.296576821,0.272296337,0.080756782,63.46022001,8.242721852,8242.721852
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucbot,7,bot-7,yes,4.78,12.1629709,26.82673607,7.869700628,0.264078421,26.45876694,1.452614907,0.858773427,0.461848761,0.144692213,0.066825919,52.47942147,4.709840202,4709.840202
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucbot,7,bot-7,yes,4.98,11.90282473,27.66568048,8.660415124,0.122004519,27.88013649,1.739892625,0.694662477,0.376289791,0.200140176,0.075310705,59.17179013,6.182625238,6182.625238
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucter,2,bter-2,yes,8.54,20.25401257,23.4090662,14.93715642,0.625769106,22.16530037,1.415304166,0.87926273,0.453529249,0.215064168,0.097537891,76.6153909,4.732285989,4732.285989
3/02/2015,7,heatwave,heatwave,home,eucter,2,bter-2,yes,11.78,,,7.122294381,0.191886934,44.59259415,4.176034147,0.788506324,0.356413451,0.291797017,0.104000382,81.68375546,5.250452625,5250.452625
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucter,2,bter-2,yes,8.42,12.29043587,20.2323451,12.6141852,1.163410915,20.18929291,0.917754174,0.938399394,0.563796651,0.130215939,0.07341531,57.69954982,4.558541267,4558.541267
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucter,2,bter-2,yes,11.88,13.31803351,24.73208809,11.24001427,0.830596638,25.5953846,1.090599086,0.925608114,0.403483646,0.205573677,0.082945617,65.08154141,6.264197099,6264.197099
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucter,21,bter-21,yes,5.31,19.83159738,24.64009309,14.74738872,0.455000593,24.36618423,1.090370236,0.850435412,0.526432505,0.180365948,0.094950498,74.52237454,7.037684053,7037.684053
3/02/2015,7,heatwave,heatwave,warm,eucter,21,bter-21,yes,12.69,,,2.842770775,0.14511215,46.26641464,3.752011516,0.862972766,0.296604988,0.227980768,0.067620233,53.07960005,8.915250092,8915.250092
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucter,21,bter-21,yes,6.28,13.53037585,25.34305916,9.601411052,0.32839497,25.0358181,1.450518329,0.859893775,0.648157699,0.067388742,0.043678532,34.28779311,6.071129206,6071.129206
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucter,21,bter-21,yes,8.35,18.06254668,27.24462128,7.210601665,0.132966217,27.29619408,1.909816028,0.758225135,0.341617698,0.182183958,0.062237264,48.82921146,6.243154436,6243.154436
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucter,29,bter-29,yes,9.15,18.01010441,25.08618469,13.8813344,0.293460394,24.48880768,1.525344449,0.786627537,0.460195528,0.184797854,0.085043146,66.84221635,6.12112473,6121.12473
3/02/2015,7,heatwave,heatwave,warm,eucter,29,bter-29,yes,15.25,,,0.402094383,0.218754816,46.24897003,2.579466221,0.94914385,0.212491062,0.235308913,0.050001041,39.29764047,8.41015566,8410.15566
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucter,29,bter-29,yes,5.55,,,,,,,,,,,,6.162411211,6162.411211
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucter,29,bter-29,yes,,14.02340242,26.32227859,8.533824365,0.38120219,25.10994339,2.077258497,0.877371836,0.353675746,0.194222998,0.068691964,53.90735192,8.141391106,8141.391106
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucter,30,bter-30,yes,5.66,17.78567988,26.6708725,7.950559069,0.108659278,25.14589882,1.521324215,0.69141824,0.365844999,0.179682989,0.065736123,51.63908511,6.782437746,6782.437746
3/02/2015,7,heatwave,heatwave,warm,eucter,30,bter-30,yes,12.68,,,2.763185061,0.166408407,45.72985077,3.536379984,0.877858034,0.320637353,0.234969879,0.07534012,59.21931839,7.150922093,7150.922093
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucter,30,bter-30,yes,7.48,15.48001528,25.55928802,8.122098673,0.230991015,25.22439766,1.539213922,0.836391635,0.430432498,0.152522076,0.065650458,51.56618612,7.741935484,7741.935484
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucter,30,bter-30,yes,7.06,15.57201678,27.08779182,7.666133635,0.140820861,27.8600502,2.132310132,0.754078273,0.414516717,0.180536416,0.074835362,58.75904465,6.009970458,6009.970458
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucter,6,bter-6,yes,7.91,24.59609428,25.1093914,18.04877961,0.578936019,24.26801109,1.288075045,0.850736283,0.558585219,0.189894742,0.106072396,83.38987769,4.906947174,4906.947174
3/02/2015,7,heatwave,heatwave,home,eucter,6,bter-6,yes,15.15,,,12.93648324,0.224023708,44.61643982,3.776498994,0.711515526,0.382029843,0.319011611,0.121871956,95.66763938,5.466387532,5466.387532
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucter,6,bter-6,yes,7.76,17.94198747,24.54922613,16.07955462,0.532334325,23.99555969,1.303515733,0.854749855,0.564952265,0.168888734,0.095414073,75.00406627,6.335307752,6335.307752
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucter,6,bter-6,yes,9.65,15.03802163,23.04545898,15.50587162,0.592215505,23.09853172,2.070429994,0.859696832,0.582848879,0.125244819,0.072998802,57.3190713,6.793084216,6793.084216
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucter,7,bter-7,yes,7.62,28.89086751,25.13747215,20.08066679,0.557232846,25.60715675,1.339906782,0.829994098,0.526308535,0.212987773,0.112097283,88.10793586,5.208590471,5208.590471
3/02/2015,7,heatwave,heatwave,home,eucter,7,bter-7,yes,13.95,,,9.758933687,0.533628863,44.20391464,2.590746217,0.882757348,0.416291411,0.291384284,0.121300774,95.16861355,5.554152992,5554.152992
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucter,7,bter-7,yes,7.1,12.8835107,25.20356102,12.34780198,0.653835392,24.83736992,1.109298536,0.903890231,0.554507384,0.139498248,0.077352809,60.74579697,4.633501152,4633.501152
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucter,7,bter-7,yes,7.09,13.5001814,20.17161973,12.49094521,1.442252782,20.16745949,0.473383886,0.953963108,0.47460604,0.156209041,0.074137754,58.17037575,7.423133236,7423.133236
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucsmi,11,smit-11,yes,5.59,20.5661864,23.06830406,14.49428327,0.861774448,23.11530495,0.851645122,0.916203247,0.403606429,0.232544506,0.093856458,73.79964181,4.668687034,4668.687034
3/02/2015,7,heatwave,heatwave,home,eucsmi,11,smit-11,yes,14.07,,,4.498967531,0.432515136,44.53682709,3.189236427,0.906455979,0.287619527,0.315336691,0.09069699,71.19273746,4.600371747,4600.371747
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucsmi,11,smit-11,yes,9.45,19.14911976,24.24074211,13.29406037,0.61063003,23.87798691,1.963408125,0.880504527,0.417774268,0.178262173,0.074473349,58.51013372,6.317146541,6317.146541
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucsmi,11,smit-11,yes,9.33,19.99414577,20.15326996,15.20101012,1.117562454,20.17177582,0.592990954,0.932416641,0.352055093,0.281280045,0.099026073,77.74785205,5.024701771,5024.701771
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucsmi,2,smit-2,yes,8.61,26.86251889,25.91959572,13.63116117,0.683285692,25.54235077,1.424028116,0.896759176,0.397657632,0.202661408,0.080589856,63.33984772,7.366786373,7366.786373
3/02/2015,7,heatwave,heatwave,home,eucsmi,2,smit-2,yes,11.39,,,-0.122641463,0.349208767,46.53985977,3.613441363,0.941245254,0.265726762,0.27222492,0.072337447,56.76962995,6.06024808,6060.24808
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucsmi,2,smit-2,yes,7.97,21.59356667,25.11818352,7.811269076,0.424480353,25.23972893,1.554819294,0.902560983,0.506619518,0.1560636,0.079064866,62.10061263,6.04543234,6045.43234
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucsmi,2,smit-2,yes,9.16,20.58150668,20.16710587,12.05542365,0.934256309,20.15307999,0.689855713,0.93560175,0.405040784,0.223923315,0.090698075,71.21295125,5.844885725,5844.885725
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucsmi,22,smit-22,yes,5.96,16.63235762,22.8040657,12.59724534,0.772085845,21.81204987,1.507962271,0.908818186,0.464003386,0.168744677,0.078298102,61.55081375,5.477632999,5477.632999
3/02/2015,7,heatwave,heatwave,warm,eucsmi,22,smit-22,yes,15.23,,,1.097056809,0.256299057,44.66589355,3.449094351,0.926587044,0.299401232,0.168077617,0.050322646,39.55541162,5.629037219,5629.037219
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucsmi,22,smit-22,yes,7.53,14.72350746,26.02934532,8.663591211,0.197770281,25.49546623,2.535015955,0.789068733,0.37738101,0.155333528,0.058619924,46.02915057,6.270358306,6270.358306
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucsmi,22,smit-22,yes,5.88,16.14431815,20.25725174,8.84493729,1.762165091,20.24975395,0.269396794,0.973293121,0.375389575,0.168033792,0.063078134,49.5373415,7.112845138,7112.845138
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucsmi,23,smit-27,yes,6.08,18.78831445,24.04320717,15.3751523,0.743401928,23.38214684,1.27024822,0.89506535,0.442930089,0.208572274,0.092382936,72.49357502,10.81359423,10813.59423
3/02/2015,7,heatwave,heatwave,warm,eucsmi,23,smit-27,yes,14.16,,,1.208781393,0.263473188,45.83616257,3.369207228,0.926299748,0.310427846,0.302536395,0.093915721,73.86042793,6.482443383,6482.443383
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucsmi,23,smit-27,yes,6.95,15.52195423,25.42615356,4.882461769,0.260698018,25.0971241,1.320041807,0.90566657,0.4317634,0.18062595,0.077987674,61.23873334,7.19805895,7198.05895
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucsmi,23,smit-27,yes,8.71,22.30970003,26.73759297,9.778443228,0.174773449,28.24573898,2.243259165,0.747649359,0.394997906,0.180615987,0.071342937,56.026948,5.957683742,5957.683742
28/01/2015,1,pre-heatwave,pre_heatwave,warm,eucsmi,28,smit-28,yes,6.28,17.69155695,23.14643923,14.82471461,0.801116782,23.41441727,0.855474718,0.909749272,0.407684866,0.217446418,0.088649614,69.68372725,5.138877772,5138.877772
3/02/2015,7,heatwave,heatwave,warm,eucsmi,28,smit-28,yes,15.92,,,0.961118649,0.25543536,44.69008636,3.408534936,0.929175745,0.259328305,0.235433483,0.061054566,47.92211292,4.086481349,4086.481349
5/02/2015,9,1 day post-heatwave (recovery),post_1day,warm,eucsmi,28,smit-28,yes,8.72,16.60952345,20.1709884,8.75193554,0.612311288,19.31089401,0.601824045,0.932160529,0.394294605,0.138788854,0.054723696,42.95061139,5.806254457,5806.254457
10/02/2015,14,6-days post-heatwave (recovery),post_6day,warm,eucsmi,28,smit-28,yes,8.64,13.34906224,24.17278442,8.361881808,0.56314441,23.70892525,1.305271044,0.919232002,0.423363727,0.138287946,0.0585461,45.98070501,6.227744526,6227.744526
28/01/2015,1,pre-heatwave,pre_heatwave,home,eucsmi,9,smit-9,yes,5.66,15.91283101,23.35980034,11.91691588,0.734928334,22.93529892,0.821999533,0.919887291,0.407611769,0.264044613,0.107627692,84.56776782,5.305989583,5305.989583
3/02/2015,7,heatwave,heatwave,home,eucsmi,9,smit-9,yes,14.97,,,5.984164584,0.327602462,44.43348694,2.834873894,0.881271963,0.344254879,0.356456002,0.122711718,96.44043499,4.490610542,4490.610542
5/02/2015,9,1 day post-heatwave (recovery),post_1day,home,eucsmi,9,smit-9,yes,8.66,15.62997263,26.37907944,9.345365383,0.259312205,25.93733215,1.645345624,0.831551118,0.428894411,0.152294876,0.065318421,51.33088899,4.776710006,4776.710006
10/02/2015,14,6-days post-heatwave (recovery),post_6day,home,eucsmi,9,smit-9,yes,7.95,17.67016247,24.26521301,4.271388082,1.150393895,24.87462234,1.08641666,0.967182395,0.408971595,0.258110674,0.105559934,82.87201222,6.127816253,6127.816253
