"","submodel","R2","pval","p.adj"
"HSPs","heatwave--","0.181668182216489","0.03781521221553",1
"HSPs1","post_1day--","0.23828551209037","0.0181201241111027",1
"HSPs2","post_6day--","0.193678693777378","0.0313892626282047",1
"HSPs3","pre_heatwave--","0.0405274036295289","0.345531714193489",1
